has_link,words_count_cat,Email Text Raw,imperative_verbs_count,clause_density,pronoun_density,urgency_markers_count,domain_dot_high,has_suspicious_tags
0,medio,save your money buy getting this thing here you have not tried cialls yet ? than you cannot even imagine what it is like to be a real man in bed ! the thing is that a great errrectlon is provided for you exactly when you want . ciaiis has a iot of advantaqes over viagra - the effect iasts 36 hours ! - you are ready to start within just 10 minutes ! - you can mix it with alcohol ! we ship to any country ! get it riqht now ! .,0,0.012345679012345678,0.10526315789473684,0,0,0
0,medio,"chinese languages & linguistics - deadline change the sixth international symposium on chinese languages and linguistics iscll vi many iscll6 participants have expressed their concern over the fact that both iacl - 7 / naccl-10 and iscll6 have chosen 12 / 31 / 1997 as deadline for abstracts . iscll6 organizing committee has thus decided to extend the submission deadline from december 31 , 1997 to january 20 , 1998 . general session - - theoretical and descriptive linguistics on chinese and languages spoken in china theme - - agreement deadline for abstracts - - january 20 , 1998 notification of acceptance - - february 25 , 1998 deadline for full papers - - may 10 , 1998 conference date - - july 14-16 , 1998 conference site - - international academic activities center , academia sinica sponsored by - - institute of linguistics ( preparatory office ) academia sinica institute of history and philology , academia sinica contact - - c . - c . jane tang secretary of organizing committee institute of linguistics ( preparatory office ) academia sinica nankang , taipei , taiwan 115 republic of china tel - - \ 161 \ 207886 - 2-652 - 3127 \ 161d \ 161 \ 207886 - 2-652 - 3179 fax - - \ 161 \ 207886 - 2-652 - 3162 e - mail - - iscll @ gate . sinica . edu . tw",0,0.234375,0.0,5,0,0
1,largo,"zdrive 1 . 5 gb usb 2 . 0 portable storage @ $ 138 . 00 zdrive 1 . 5 gb usb 2 . 0 portable storage 1 . 5 gb zdriveusb 2 . 0 $ 138 . 00 - usb 2 . 0 interface - 1 . 5 gb storage capacity - 4 mbps media transfer rate - 40 mbps transfer speed ( read / write ) - usb plug rotates 90 - degrees for easy use - plug and play - bus - powered - pc and macintosh compatible - small , portable design fits in your pocket the 1 . 5 gb zdrive is a high - capacity , low - cost , durable usb 2 . 0 storage device that enables your customers to carry 30 cds worth of mp 3 music , two hours of vhs - quality mpeg digital video , 650 4 megapixel digital camera images or store up to 1 , 000 floppy disks worth of information ! users can now easily carry data wherever they go and plug the storage device into any computer , or any other usb - compliant device , allowing ample bandwidth for multimedia and storage applications . visit : http : / / www . computron - me . com for deals ! your one stop distributorjebel ali duty free zonedubai , uae . www . computron - me . com for latest clearance sale listing contact our sales department . for further details please send your enquiries to : dealers @ emirates . net . aeor contact via www . computron - me . com compaq hewlett packard 3 com dell intel iomega epson aopen creative toshiba apc cisco us robotics microsoft canon intellinet targus viewsonic ibm sony - - - - - - - and lots more ! ! ! if you have any complaints / suggestions contact : customerservice @ computron - me . com tel + 971 4 8834464 all prices in u . s . dollars , ex - works , fax + 971 4 8834454 jebel ali duty free zone www . computron - me . com prices and availability subject to change usa - canada u . a . e . without notice . to receive our special offers in plain text format reply to this mail with the request * for export only * this email can not be considered spam as long as we include : contact information remove instructions . this message is intended for dealer and resellers only . if you have somehow gotten on this list in error , or for any other reason would like to be removed , please reply with "" remove "" in the subject line of your message . this message is being sent to you in compliance with the federal legislation for commercial e - mail ( h . r . 4176 - section 101 paragraph ( e ) ( 1 ) ( a ) and bill s . 1618 title iii passed by the 105 th u . s . congress . all logos and trademarks are the property of their respective owners products may not be exactly as shown above - - to unsubscribe from : computron 6 , just follow this link : click the link , or copy and paste the address into your browser .",1,0.02082390221819828,0.008896797153024912,0,0,0
1,bajo,"URL: http://diveintomark.org/archives/2002/10/06.html#central
Date: 2002-10-06T23:30:20-05:00_Michael Barrish_: Home[1]. â€œHad I been given a choice in the matter, I 
would have preferred a name that made people think of things I considered more 
central to my identity, like â€œartistâ€ or â€œintellectualâ€ 
or â€œoutrageously good in bed.â€â€[1] http://oblivio.com/road/02100401.shtml
",0,1.0,0.04838709677419355,0,0,0
1,medio,"On Mon, Feb 04, 2002 at 05:04:08PM +0200, Peter Peltonen wrote:
> I started wondering how does apt react when it finds a newer kernel in the 
> bunch of ""to be updated"" files?Look at /etc/apt/apt.conf. I think ^kernel$ matches the kernel packages
(apart from those matched by the rest, smp, enterprise).
I think it won't do anything about the kernels. Come to think of it, the
abovementioned might have nothing to do with it.I explicitly use apt-get install kernel and then from the list pick a
version and then install kernel#2.4.foo-bar.> And has anyone ever tried to do a dist-upgrade, say from 7.1 to 7.2? 
> Should it work? If not, why?Should. Haven't tried with dist-upgrade but I have put 7.2 netboot
mirror (ie, 7.2) into sources.list and run install step-by-step for IIRC
everything. Worked ok. I think there'll be a few .rpmnew files worth
checking such as, especially, passwd and group.
I think there was a group change. ""lock"" ?-- 
It feels great to wake up and not know what day it is, doesn't it?_______________________________________________
RPM-List mailing list 
http://lists.freshrpms.net/mailman/listinfo/rpm-list",1,0.09917355371900825,0.05701754385964912,0,0,0
1,medio,"I found the following mentioned on a news.gnome.org usenet posting. 
I've not yet tried it thou.  AFAIK this is just the gnome2 rpms, but
there ximian's, don't know what else is on the apt repository either,
must take a look around.Mark# Gnome2 - mentioned on news.gnome.org
rpm http://apt.sunnmore.net/ gnome2 gnome2
rpm-src http://apt.sunnmore.net/ gnome2 gnome2On Sun, 2002-07-21 at 14:15, Brian Fahrlander wrote:
> On 20 Jul 2002 17:17:59 -0500, Chris Weyl  wrote:
> 
> > Just a quick question....  does anyone know of a public Ximian apt/rpm
> > repository?
> > 
> > (I know, I know....  but some ppl kinda like it:-))
> 
>     Yeah, I'm one of them.  Ximian, if it could be installed from Apt would be sweet- the graphics are done very, very well.  The usability is actually higher than most other environments.  But their installer really sucks.
> 
>     If you find/setup one (and figure out how to install it) let me know.
> 
> ------------------------------------------------------------------------
> Brian FahrlÃ¤nder              Linux Zealot, Conservative, and Technomad
> Evansville, IN                    My Voyage: http://www.CounterMoon.com
> ICQ  5119262
> ------------------------------------------------------------------------
> I don't want to hear news from Isreal until the news contains the words
> ""Bullet"", ""Brain"", and ""Arafat"".
> 
> _______________________________________________
> RPM-List mailing list 
> http://lists.freshrpms.net/mailman/listinfo/rpm-list
> _______________________________________________
RPM-List mailing list 
http://lists.freshrpms.net/mailman/listinfo/rpm-list
",0,0.13999999999999999,0.03206997084548105,0,0,0
1,bajo,"All right, can't get pissed though as its a week-day. If we were to do it in
Lucan, that would be another story ;--)Do we have many takers? CW-------------
On Wed, Aug 14, 2002 at 09:22:27AM +0100, Wynne, Conor mentioned:
> When are we going to have a pint?  Tuesday next week. Boars Head, Capel st.Kate-- 
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie
",0,0.1111111111111111,0.0380952380952381,0,0,0
1,medio,"
Hello ~name~,If you ordered a flat-rate domestic calling product or a 20 minute free trial using a local access number, your service will be operating in about 24-48 hours or on your designated trial date and time.  Please try dialing the access number you found on your reseller's web page at:http://www.internationalfreecall.comIf you ordered a flat-rate domestic calling product using a 1-800 toll-free access number, your service will be operating within 1-2 work days.Please try dialing 1-866-865-4548.In either case, when your service is switched on, you will hear a voice ask you to dial the number you are calling.You must dial 1+area code+7 digit number followed by # to make any calls: local or long distance.Example - To call www.internationalfreecall.com, you would dial the following after dialing your access number and listening for the voice:1-410-608-8178# Please use this service for all your calling and you will never pay more than your monthly fee again. There are no taxes or surcharges, so dial away!Finally, I recommend entering the access number into your speed dial settings on your telephone.  This will make your service quicker and easier to use, and thus more enjoyable.If you have any questions, please contact us for more information.In addition, if you need product enhancements like 3-way calling, portable calling cards, international calling products, or marketing tools, please visit:http://www.internationalfreecall.comIn the meantime, the other network on this free calling promotion is OPEX, which is offering 100 minutes of free long distance for trying their program.  Opex's usual rates are 4.5 cents per minute for domestic calls, with great international rates, too!For more information on OPEX, or to sign up, please click below:http://cognigen.net/opex/main.cgi?lietuvaTo unsubscribe from this mailing list, please click on:http://www.internationalfreecall.com/cgi-bin/aefs/subscribe.cgi?user=info&listid=3.list&id=5576
",2,1.1199999999999999,0.032448377581120944,0,1,0
1,bajo,cheap pharmacy im want cheap and new overseas drugs ? http : / / www . tikn . com /,0,0.0625,0.0,0,0,0
0,medio,xãnax here sa ; ve 7 _ 0 % ord . ering onl / ine to ` day ! vi ! sit our site and sa ! ve big bunk cairn recess menstruate harlem areawide metamorphic mayst zimmerman theocracy berserk septate daisy aloud leitmotif sorority accordant isotope picosecond canny prissy bucolic luzon putty britten urea weeks aviatrix pose sensor humphrey immortal dark lyricism archetype herewith you doorbell crate rabat saigon complaint dwell genial grandfather backward vertebra atrocity slavic lever delilah malfeasant cord intervene dixon estrange procaine ashtray boca busch dee afro again assuage monkeyflower empty hieratic idyllic dragoon beam neuropathology photon algorithmic egypt keynesian madman pun byzantine wright paralysis ranch mendelevium airtight thespian donkey removemeplease,0,0.48,0.008695652173913044,0,0,0
1,medio,"that why you have whitelisting?-----Original Message----- From: Will Glynn [mailto:delta407@delta407.homeip.net] Sent: Friday, August 09, 2002 12:18 AM To: razor-users@example.sourceforge.net Subject: Re: [Razor-users] What's wrong with the Razor servers now? > Who loses in this case? Why? Neither party is inaccurate in their > actions IMO. But someone's standing is going to get hurt because of > it.My question for the trust system is this. I signed up for a free accounton some website that gives me free access to a large compilation of data, and in so doing have subscribed myself to their mailing list. The mailing includes a list of new articles and books and so forth as well as a few links to their book store.This is consistently flagged as spam, even though I *agreed* to see it, and I *want* to see what new articles there are, since some of them might be interesting. Thus, since it is certifiably *not* spam (it even includes a link to terminate your account), I revoke it. Even so, the next mail is still flagged as spam.Who is losing a trust rating here? If it is not unsolicited commercial e- mail, it should not be reported by Razor as spam -- correct?--Will ------------------------------------------------------- This sf.net email is sponsored by:ThinkGeek Welcome to geek heaven. http://thinkgeek.com/sf _______________________________________________ Razor-users mailing list Razor-users@lists.sourceforge.net https://lists.sourceforge.net/lists/listinfo/razor-users ------------------------------------------------------- This sf.net email is sponsored by:ThinkGeek Welcome to geek heaven. http://thinkgeek.com/sf _______________________________________________ Razor-users mailing list Razor-users@lists.sourceforge.net https://lists.sourceforge.net/lists/listinfo/razor-users",0,0.2152777777777778,0.030303030303030304,0,0,0
1,medio,lose weight easily ! body bgcolor = 8080 ff link = 800000 vlink = 800000 alink = 800000 center table cellpadding = 5 trtdtable cellpadding = 2 trtd bgcolor = # aoa 0 fftable cellpadding = 2 trtd bgcolor = # coc 0 fftable cellpadding = 2 trtd bgcolor = # fof 0 ffa href = http : / / tangobenoit . 092 . iobsfewd . infoimg / tdtd width = 20 td align = center bgcolor = aoa 0 fffont size = 5 face = arial color = 0000 ffa href = http : / / bachpercy . 092 . iobsfewd . infofont color = black bis this something you avoid ? / b / font / abryou don ' t have to . . . brbrsee what you can do about it . brfont size = 3 learn about the new appetite reduction drug meridia a brbrbrbrbrbrbrbr play gretchenpercy october boots cannon chevyjosie jimbo gary abby tintin oatmeal scooterl metallic ladybug hazel jeanettegofish hellol mookie tarzan miranda hazel cookies hornetsymbol t - bone ricky angels chancefireball players electric tootsie impala mishka,0,0.05325443786982249,0.01639344262295082,0,0,0
0,largo,"fw : market update just some color on the debt markets - - - - - original message - - - - - from : scott , david c [ mailto : david . c . scott @ bankofamerica . com ] sent : friday , september 21 , 2001 7 : 53 am subject : market update market update the market has opened with a weak tone this morning given the collapse in equity futures - dow futures down 408 , s & p down 29 and nasdaq down 40 - and the collapse of some recent new issues in the secondary market . ibm printed a $ 1 . 5 bn five year yesterday at t + 117 that just traded at t + 130 . what is leading the collapse in spreads ? bas has several observations : * the absolute level of treasury yields will continue to result in new issue supply that is priced at ever widening new issue premiums . most issuers are more coupon sensitive than spread sensitive and , as a result , will be willing to pay a large new issue concession given the attractive level of overall coupons . * although we have not seen it yet in the corporate bond market , an inverted credit curve is not out of the question given the steepness of the treasury curve . two and three year securities in particular , almost need to be priced on a coupon basis . * the technicals of the market are beginning to deteriorate . insurance companies , traditionally the largest buyer of long assets , appetite for new product may begin fade as claim estimates climb . balanced funds , may need to begin selling to rebalance portfolios given the meltdown in the equity market . the dealer community and the buyside is trying to hold on to market gains for the year . despite the negative tone , bas feels that issuers in the energy sector will continue to have access to the primary market in the near - term ( albeit at wider spreads ) due to the defensive nature of the sector and the absolute implosion of other sectors ( autos , media , lodging , retail , airlines , etc ) . please do not hesitate to call should you have any questions on the state of the current marketplace . david scott banc of america securities llc energy debt capital markets p : 704 - 388 - 8853 f : 704 - 388 - 9212 email : david . c . scott @ bankofamerica . com",3,0.04308390022675737,0.006864988558352402,0,0,0
0,bajo,"save your money by getting an oem software ! need in software for your pc ? just visit our site , we might have what you need . . . best regards , astrid",0,0.027777777777777776,0.058823529411764705,0,0,0
0,medio,"re : noms / actual flow for 03 / 05 we agree "" eileen ponton "" on 03 / 06 / 2001 01 : 18 : 53 pm to : david avila / lsp / enserch / us @ tu , charlie stone / texas utilities @ tu , melissa jones / texas utilities @ tu , hpl . scheduling @ enron . com , liz . bellamy @ enron . com cc : subject : noms / actual flow for 03 / 05 date nom flow - mcf flow - mmbtu 3 / 05 12 , 500 10 , 357 10 , 637 btu = 1 . 027",0,0.05555555555555555,0.009174311926605505,0,0,0
0,bajo,"leading in affordable healthcare . . . we care for you ! your trusted source for prescription medication . everyone has his day and some days last longer than others . a single death is a tragedy , a million deaths is a statistic . each of us bears his own hell . i have seen the future and it doesn ' t work .",0,0.07407407407407407,0.06153846153846154,0,0,0
0,bajo,"
Kates Knickers
Click Here Only If You Are Over 18 Years Old 
Click Here If you wish to be removed from future mailings 
",2,0.0,0.08695652173913043,0,0,0
0,medio,"notification of bequest from : dr . abdul kareem kareem co . ( solicitors advocates ) # 34 akin osiyemi . ikeja - lagos nigeria . tel : 234 - 80 - 33792343 ( ab _ karol @ fastermail . com ) notification of bequest this is sequel to your non response of our earlier letter to you on behalf of the trustees and executors to the will of late of sir engr . john scott ( ksm ) , i wish to notify you that you were listed as a beneficiary to the bequest of the sum of us $ 3 , 100 . 000 [ three million one hundred thousand us dollars ] in the codicil and last testament of the deceased . the late sir engr . john scott until his death was a former managing director and pioneer staff of a big construction company ( julius berger ) here in nigeria . he was a very dedicated christian and a great philanthropist during his life time . late sir john scott died on 9 th february 2002 at the age of 68 , he was buried on the 23 rd of february . late sir john scott even though he was an american living and working in here as a foreigner he requested before his death that he be buried here in his words , i regard here as my home and the people as my people . he said that this token is to support your ministry and help to the less - privilegded . i hereby request that you forward any proof of identities of yours , your current telephone and fax numbers and your forwarding address in this private mail box ( ab _ karol @ fastermail . com ) to enable us file necessary documents at our high court probate division for the release of this bequest of money . congratulations . yours faithfully , dr abdul kareem ( san )",0,0.06790123456790124,0.03951367781155015,0,0,0
1,medio,"remember me ? rupprechtnhk 54018 from aim would you reflnance if you knew you ' d save thousands ? we can get you lnterest as low as 2 . 19 % . fill out our small form below and we ' ll show you how . get the house and / or car you always wanted , it takes less than a minute of your time http : / / www . ez - rate . info / 1 / betty sue wasn ' t enjoying working .",0,0.09375,0.10227272727272728,0,0,0
0,medio,"75 - mortgages as low as 3 . 93 % g ' day would you reflnance if you knew you ' d save thousands ? we ' ll get you lnterest as low as 3 . 91 % . don ' t believe me ? fill out our small online form and we ' ll show you how . get the house and / or car you always wanted , it only takes 2 minutes of your time : - - - - - > check it out",0,0.12244897959183673,0.11363636363636363,0,0,0
0,medio,"network design optimization . fyi , attached document is a specification of the network design optimization program . just in case you want to see how it looks like . - chonawee - - - - - - - - - - - - - - - - - - - - - - forwarded by chonawee supatgiat / corp / enron on 06 / 19 / 2000 02 : 55 pm - - - - - - - - - - - - - - - - - - - - - - - - - - - chonawee supatgiat 06 / 19 / 2000 02 : 34 pm to : phil markwart / enron communications @ enron communications cc : samer _ takriti @ enron . net subject : network design optimization . phil , the optimization engine is ready and the graphical user interface is almost done . attached please find the updated network design optimization specification . it contains some additions and modifications to the old specification i sent you a while ago . the major changes are : 1 . the program now also supports ring design . and it can solve to optimality 2 . the graphical user interface is handled by visual basic on a pc . ( not on the web browser as in the previous spec . ) . please take a look at the specification document and let me know if there is anything you want to add / change / remove . . . etc . moreover , please do not forget to send us a test example . we are buying cplex and will install it on our network . hopefully our it teams can configure your machine to run it in a few weeks . - chonawee",1,0.03512396694214876,0.03666666666666667,0,0,0
0,medio,"re : 6 . 1110 , disc : kinship terms , re : 1100 , 1108 david silva writes : > in writing about the lack of a single syllable vocative for "" brother "" ( a la > mom , dad , and sis ) , allan c wechsler notes that perhaps the bve term "" bro "" is > something to consider . well beyond the domain of black vernacular english , "" bro "" was certainly current , in fact required , for addressing a brother , either elder or younger ( i have both ) when i was at ' prep ' and ' public ' schools ( i . e . private schools ) in s . e . england in the 1960s . it could also be used attributively , e . g . "" my bro says . . . "" it felt equivalent to the practice , in respect of all the other boys , of addressing them by their surnames , ( a practice which was also standard at these schools until puberty ) . so it was definitely a form of address acquired outside the family . i have n't heard it , or used it , since . i ' ve never used "" sis "" to or of my sister ; "" sissie "" ( cissie ? ) was always been a term used to insult a boy who seemed insufficiently tough : e . g . "" oh you cissie ! "" apparently my granduncles called my grandmother affectionately "" sis ( sie ) "" in the 1900s . ( here , though , the situation was complicated by the fact that her given name was christine , which they seemed to think shortened to cis . ) marginal uses , only , it seems . nicholas ostler linguacubun ltd 17 oakley road london n1 3ll + 44-171 - 704-1481 nostler @ chibcha . demon . co . uk",0,0.02071005917159763,0.0391566265060241,0,0,0
1,medio,"you ' ve been selected for the low rates program dear applicant , your application was approved . you are eligible for $ 400 , 000 with a 3 . 2 % ra . te . please confirm your information here : http : / / quotetalk . com / ? name = rm 2342 we look forward to hearing from you . regards , jst financial group r * mv . - > http : / / quotetalk . com / st . html",0,0.03305785123966942,0.047058823529411764,0,0,0
0,medio,"michael jackson - guilty bait - excelled @ em . ca + unable to see graphics ? please go here to view this email . + do you think michael jackson is guilty ? please answer here * please see web site for official sweepstakes rules this email is a commercial advertisement sponsored by : winhundred llc . 333 e 149 th st fl 3 bronx , ny 10451 . this communication was not sent by winhundred directly . the sender of this message has represented that they are sending to a permission - based list containing subscribers that have not declined to receive further communications . to decline to receive messages from the sender of this message , please see below . to unsubscribe from winhundred ' s mailings , click here . to unsubscribe from the mailer ' s list , . please see below . + + + + + the preceding advertisement was sent from funforeveryone . net . if you would like to stop receiving advertisements from funforeveryone . net in the future , please + + + + +",1,0.015625,0.016216216216216217,0,0,0
1,bajo,"URL: http://boingboing.net/#85518715
Date: Not suppliedNYT op-ed piece about this newfangled OS called Linux and how it is developed 
using something called the ""open source"" method. This is the paper to go to for 
breaking news, folks. Link[1] Discuss[2] _(Thanks, Dave!)_[1] http://www.nytimes.com/2002/09/18/opinion/18WED2.html
[2] http://www.quicktopic.com/16/H/VgggkvaadJKnu
",0,0.125,0.013333333333333334,0,0,0
1,medio,"ets security requests recently , corp information risk management has sent out several messages regarding the correct method to obtain security . the topics you may have seen include srrs decommissioning , and announcements of the http : / / itcentral . enron . com website , as well as the erequest system . these messages are intended for enron corporate / north america users only . at this time , they do not apply to ets employees . ets is working with the corp information risk management group to incorporate our security access methods with theirs . until the process is complete , ets employees should contact the following groups for security issues / requests : houston : ets solution center at 713 - 345 - 4745 , or ets solution center ( mailbox name ) omaha : omaha help desk at 402 - 398 - 7454 , or omaha helpdesk ( mailbox name ) when the security preparations are complete , you will be able to access the erequest system from the solution center page on the ets website ( http : / / www . ets . enron . com ) . you might want to save this site on your favorites , and watch for future announcements from the ets solution center mailbox . ets solution center / omaha help desk",0,0.11242603550295857,0.017777777777777778,0,0,0
0,bajo,south hampton refining i have added deal # 541123 as a buyback for december 25 - 31 2000 . please invoice south hampton total flow thru the meter 12 / 01 - 12 / 24 ; on 12 / 25 they should be invoiced a minimum of 1700 mmbtu per day at contract and buy back 900 mmbtu per day per sitara 541123 . please call with questions . daren please forward to client services .,0,0.1875,0.02631578947368421,0,0,0
0,medio,"Dear Free Member,You were gifted a free membership in cash 
wave generator.  Our records indicate your 
membership is about to expire and you have 
not locked in your cash wave income by 
registering for your free position.
If you do not register, you will forfeit 
all commissions from spillover.To confirm your interest in locking in your 
position, and for a chance to win $500, use the link 
mailto:workinathome@btamail.net.cn?subject=Send_CW_Info_PleaseYou will receive an email with instructions 
and where to go to lock in your position and 
secure your commissions from spillover.Cash Wave Generator Administration
1-800-242-0363, ext. 1993To be excluded from future notices:
mailto:guaranteed4u@btamail.net.cn?subject=exclude  ",0,0.6875,0.03225806451612903,0,0,0
0,largo,"re : rate for tenaska deal daren , thanks - - while i ' m certain i should know , i must confess that i do not know what cpi stands for ? ? ? sandi daren j farmer 10 / 16 / 2000 11 : 39 am to : sandi m braband / hou / ect @ ect , bob m hall / na / enron @ enron cc : subject : re : rate for tenaska deal sandi , sorry for just now getting back with you . i was out last week . the rate ( $ . 04 / mmbtu ) will be charged on the greater of the volumes nominated on the supply contracts or the actual deliveries to the plant . the fee will be adjusted yearly based on cpi . bob - i could not remember if we stated the type of settlement on the delivered volumes ( actuals or nominations ) . i think we should use actuals due to possibility that the plant could over pull with out our knowledge on a daily basis . we would receive the estimates / actuals on a lag and may have to purchase gas to offset the imbalance , even though the plant kept the noms at the 45 , 000 base . i also think that if the plant does increase the nom , they are more likely to pull the additional volume rather than pulling less . do you agree with this ? d from : sandi m braband on 10 / 10 / 2000 03 : 41 pm to : daren j farmer / hou / ect @ ect cc : subject : rate for tenaska deal daren , when we met regarding the rate for the tenaska gas management agreement , you guys mentioned that it would be tied to an index - - could you restate for me how that is to work - - it will start out 4 cents per mmbtu based on the greater of the volumes nominated through the supply contracts or the actual deliveries to the plant . then the fee will vary month to month ? year to year ? based on what index ? thanks , sandi",0,0.06790123456790124,0.050666666666666665,0,0,0
0,medio,"payyless for fireworks mx 2004 legal operating systems for half the pr ! ce brand new legal software at affordable pr ! ces ! wlndows x * p pro + office x . p pro for as low as 8 o $ place an 0 . r . d . e . r the offer is valid till february 14 th stock is limited nice meeting you michel burgos scientist mirador dna design inc . , montreal , qc , h 3 c 2 n 4 , canada phone : 118 - 423 - 6151 mobile : 996 - 123 - 1771 email : taeuar @ azteca . net this is an auto - generated message - please do not reply to this message this version is a 65 day definite package notes : the contents of this connection is for attention and should not be radial alluvial earthmover drugging rheum time : fri , 21 jan 2005 11 : 11 : 09 - 0800",0,0.0743801652892562,0.006060606060606061,0,0,0
1,largo,"On 0020 +0100 %{!Thu, Sep 05, 2002 at 11:53:32PM +0100}, Darragh wrote:
> the help that I received today.  Then though I tried to build them.  I
> started by trying the w3 program.  I used the following lines which produced
> some strange results.  Would any one be able to set me straight?
> 
> ./configure --with-emacs --prefix=/usr/local/src/beta/w3 --exec-prefix=/usr/
> local/src/beta/w3 --with-url=/url/url
One thing I _think_ you might be doing slightly wrong is your
specification of prefixes.  --prefix is the directory to be used as root
for _installing_ files.  Typically packages use /usr/local as default
(so binaries might then go in /usr/local/bin, documentation in
/usr/local/doc and so forth).
Normally, I find it sufficient to put --prefix=/usr/local, and do not
further specify things like --exec-prefix.Maybe you have a special reason for using the prefixes you chose, in
which case ignore me!
> That worked fine so I moved to the next step.
> make
> At the bottem of the text I got the following messages:
> Cannot open load file: /url/url/url-vars.el
> make[1]: *** [custom-load.el] Error 255
> make[1]: Leaving directory `/usr/local/src/beta/w3/lisp'
> make: *** [w3] Error 2
> 
> When I got around to trying the url package I had no problems.  In saying
> that this doesn't necessarily mean that I was doing it right so below are
> the commands I used.
> ./configure --with-emacs --prefix=/url/url --exec-prefix=/url/url
I'd make the same remarks about prefixes here.  I would use the command
    ./configure --with-emacs --prefix=/usr/localTo get w3 to compile, I think the with-url flag you should use is
    --with-url=/usr/local/share/emacs/site-lisp/
(Assuming you compiled/installed url with --prefix=/usr/local
Since you appear to have installed url in /url/url, configure w3 with
./configure --with-emacs --prefix=/usr/local/ --with-url=/url/url/share/emacs/site-lispA command you would have found useful would have been
    find / -name 'url-vars.el' -print
Which would have told you where the url-vars.el file was installed.A program which is very useful is checkinstall
http://asic-linux.com.mx/~izto/checkinstall/
It allows you to install packages from source while still registering
them in the package management system of your distro (rpm,deb,tgz).
Instead of ""make install"" type ""checkinstall"", and a package is put
together and installed for you.  Makes uninstallation simpler than it
might otherwise be.
-- 
Michael Conry   Ph.:+353-1-7161987, Web: http://www.acronymchile.com
Key fingerprint = 5508 B563 6791 5C84 A947  CB01 997B 3598 09DE 502C-- 
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie",0,0.055401662049861494,0.05788423153692615,0,0,0
1,medio,"there ' s no place like home greetings : you have been pre - accepted into our finance program that guarantee ' s you will save at least $ 100 - $ 400 per month visit us today to finish up business , it only takes 1 minute , http : / / goforvalue . com / ? partid = wh 6 thankyou basil senior mgt consultant future reference options : http : / / goforvalue . com / st . html coffee",0,0.12,0.03614457831325301,0,0,0
0,medio,"fw : fyi - - - - - original message - - - - - from : shankman , jeffrey a . sent : monday , november 05 , 2001 6 : 11 pm to : mcconnell , mike ; bowen jr . , raymond ; delainey , david w . cc : lawyer , larry subject : we are asking barclays for 7 days to work out the so 2 inventory , which they are taking to their credit committee tomorrow . we will have a response by noon our time . i ' ll update everyone then . jeff",1,0.10204081632653061,0.039603960396039604,0,0,0
0,medio,"greetings from garp greetings from garp ! we are having the next meeting january 30 th at enron . time 6 : 30 pm until 8 : 30 pm you are invited to bring a friend with you , however you will need to rsvp . vince kaminski will lead a discussion regarding volatility in the energy markets . refreshments provided . in order to provide easy access to enron ' s facilities and due to security concerns , garp and enron request that everyone rsvp . a guest list will be given to security . rsvp to rita hennessy . her email address is : rita . hennessy @ enron . com i would like to express my thanks , in advance , to mr . kaminski for leading our group in this informative discussion . as many of you are aware , energy markets present some unique challenges to risk managers , and volatility is certainly one of them ! look forward to seeing you on tuesday night . regards , frank hayden regional director - garp",0,0.035555555555555556,0.03910614525139665,0,0,0
0,bajo,"seven day cruise for two with any closed loan ! downs financial inc . 88 steele street , suite 400 denver , co 80206",0,0.1111111111111111,0.0,0,0,0
0,bajo,= ? utf - 8 ? q ? wholly up - to - date vi ? = = ? utf - 8 ? q ? agta pro - - a best ? = = ? utf - 8 ? q ? creation of the thi ? = = ? utf - 8 ? q ? s year ? = feel best fellow with our modern viagta professional,0,0.0,0.0,0,0,0
1,medio,"100 % f - r - e - e adult personals online dating service 100 % f - r - e - e adult personals http : / / veveca . com / checkthis . html meet horny people in your area that just want s - e - x ! ! it ' s quick , easy , and 100 % f - r - e - e ! click here to start browsing profiles or create your own profile instantly . http : / / veveca . com / checkthis . html so no more",1,0.04938271604938271,0.010309278350515464,0,0,0
1,medio,"> It's this section of spamassassin.raw:
>
> <<<<<<< spamassassin.raw
[...snip]       }
> =3D=3D=3D=3D=3D=3D=3D
[... snip ...]
> >>>>>>> 1.68.2.10
[...snip...]This is what cvs puts in when you modify the copy of the file on your disk
and someone checks in a change and then you pull an update and cvs can't
figure out how to merge your changes and the checked in changes. The lines
between the <<<<<< and the ===== are in your file and the ones in the next
section are what have been checked in. You must have not noticed the warning
messages about conflicts that cvs gave you when you did the update, and the
""C"" flag next to that file when cvs listed the files being pulled. -- sidney
-------------------------------------------------------
This sf.net email is sponsored by:ThinkGeek
Welcome to geek heaven.
http://thinkgeek.com/sf
_______________________________________________
Spamassassin-devel mailing list
Spamassassin-devel@lists.sourceforge.net
https://lists.sourceforge.net/lists/listinfo/spamassassin-devel",2,0.4,0.027906976744186046,0,0,0
0,bajo,"JoeBar wrote:
>C is more reliable than Java??Depends who writes it.  One guy will write a bug every 5 lines,
another every 5000 lines.  Put them both on a project and that will
average out to a bug every 4.995 lines.
(Irrespective of language.  Pick the one
that best suits what you're trying to do.)R",0,0.04081632653061224,0.02857142857142857,0,0,0
